analysis,target,feature_set,validation,model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,n_train,n_test
Supplementary: Dataset 2 PD-only row-level,UPDRS_score,D2_full26,GroupKFold_5,ElasticNet_Robust,15.629350927399335,4.290510375901888,18.26238613839383,4.383222035750132,-1.8151795234345152,1.5969211805583112,416.0,104.0
Supplementary: Dataset 2 PD-only row-level,UPDRS_score,D2_full26,GroupKFold_5,MeanBaseline,13.46875,4.1965852934260734,15.599862008182399,4.4044445344542895,-1.0671718580106657,1.3343638410488068,416.0,104.0
Supplementary: Dataset 2 PD-only row-level,UPDRS_score,D2_full26,GroupKFold_5,RandomForest,15.34410516798017,4.795681781763052,18.170220753667415,4.838254963383,-1.8165932468014205,1.7160939342130457,416.0,104.0
Supplementary: Dataset 2 PD-only row-level,UPDRS_score,D2_full26,GroupKFold_5,Ridge_Robust,15.816331837622045,4.162412215568831,18.520478767162825,4.241500036009849,-1.8858131548202515,1.5815390351703906,416.0,104.0
