analysis,target,feature_set,validation,model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,n_train,n_test
Scenario B: New-patient generalisation,total_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,ElasticNet_Robust_PCA,9.016023016765056,0.958469268476774,10.965650337087746,1.0832764707598204,-0.19373106707103102,0.3378026020560478,4700.0,1175.0
Scenario B: New-patient generalisation,total_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,MeanBaseline,8.811115016674156,1.411994532118614,10.789242682708343,1.5329338121846188,-0.11597624514398341,0.11864729970876373,4700.0,1175.0
Scenario B: New-patient generalisation,total_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,RandomForest_PCA,11.37071854663086,1.8023326135301005,13.74319750011199,1.9626680017034062,-1.030575070250077,1.1275140179620278,4700.0,1175.0
Scenario B: New-patient generalisation,total_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,Ridge_Robust_PCA,9.050423242636297,0.9318775624487937,11.009786502656935,1.0816889052434275,-0.20494910916434814,0.348800933538167,4700.0,1175.0
Scenario B: New-patient generalisation,motor_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,ElasticNet_Robust_PCA,7.317327638339951,0.9049379906832062,8.609113207627026,0.581753204757696,-0.29372602581697327,0.4133413334424802,4700.0,1175.0
Scenario B: New-patient generalisation,motor_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,MeanBaseline,7.130752073502987,1.0725153007931243,8.277694825328307,0.6418555534573132,-0.16756414082797635,0.20972403193678205,4700.0,1175.0
Scenario B: New-patient generalisation,motor_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,RandomForest_PCA,8.056507909538498,0.9561611900469561,9.936256332278893,1.258481178188112,-0.7477029455196729,0.7178959735921888,4700.0,1175.0
Scenario B: New-patient generalisation,motor_UPDRS,D1_PCA_jitter_shimmer_demo_time,GroupKFold_5,Ridge_Robust_PCA,7.344575121279396,0.8923895828434903,8.648682289354516,0.5919403771271694,-0.3073776163275783,0.42677772757780386,4700.0,1175.0
