analysis,target,feature_set,validation,model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,n_train,n_test
Exploratory: merged harmonised shared features,UPDRS_target,Merged_shared11_source,GroupKFold_5,ElasticNet_Robust,9.251304221622345,1.5526507967568144,11.390209347400411,1.5275183679789912,-0.13000623556134286,0.13313207000044963,5116.0,1279.0
Exploratory: merged harmonised shared features,UPDRS_target,Merged_shared11_source,GroupKFold_5,MeanBaseline,9.116293757740454,1.3676514427683828,11.266364355890033,1.3668093501591507,-0.10813152973375542,0.13167100297038437,5116.0,1279.0
Exploratory: merged harmonised shared features,UPDRS_target,Merged_shared11_source,GroupKFold_5,RandomForest,10.18347429466761,0.9441535686362313,12.531525982376165,1.0411763569355905,-0.37785519220178865,0.12948568956916665,5116.0,1279.0
Exploratory: merged harmonised shared features,UPDRS_target,Merged_shared11_source,GroupKFold_5,Ridge_Robust,9.258821345615711,1.5750273520213345,11.389129704982219,1.5659487995705217,-0.12928867412281403,0.13524577362813506,5116.0,1279.0
Exploratory: merged within-source standardised features,UPDRS_target,Merged_within_source_z_source,GroupKFold_5,ElasticNet_Robust,9.247275793798046,1.4968751522584005,11.365740790507365,1.4568662614077623,-0.12525239118894654,0.11646440860945291,5116.0,1279.0
Exploratory: merged within-source standardised features,UPDRS_target,Merged_within_source_z_source,GroupKFold_5,MeanBaseline,9.116293757740454,1.3676514427683828,11.266364355890033,1.3668093501591507,-0.10813152973375542,0.13167100297038437,5116.0,1279.0
Exploratory: merged within-source standardised features,UPDRS_target,Merged_within_source_z_source,GroupKFold_5,RandomForest,10.123056214926862,0.9015571120616982,12.451980243105066,1.0532712238794952,-0.35947709260790794,0.1184818542010002,5116.0,1279.0
Exploratory: merged within-source standardised features,UPDRS_target,Merged_within_source_z_source,GroupKFold_5,Ridge_Robust,9.259512912705825,1.4903507364194097,11.386695665249096,1.4529230855641306,-0.12952973830883555,0.11618358384461747,5116.0,1279.0
